trialid,ppid,block,maxyr,onsettime,dn,ttlc.failure,rt,disengage_trialtime,world_x_disengaged,world_z_disengaged,world_x_onset,world_z_onset,peak_swa,peak_sr,disengaged,ttlc.takeover,early.disengagement
12_1_6_20_3_N,12,6,20,3,N,2.33,1.17504658360251,4.17504658360251,0.901193082332611,33.7754592895508,0.172232732176781,24.4734725952148,60.5699980258942,2.43000090122223,1,1.15495341639749,FALSE
12_1_6_6_11_D,12,6,6,11,D,4.12,2.0174486644625,13.0174486644625,31.3787879943848,95.3610458374023,20.3804340362549,83.5562515258789,27.9899990558624,0.989999324083332,1,2.1025513355375,FALSE
12_1_6_6_11_N,12,6,6,11,N,4.12,1.6038369856145,12.6038369856145,29.1721878051758,92.9608764648438,20.4623031616211,83.5724182128906,34.379999935627,1.16999834775925,1,2.5161630143855,FALSE
12_1_6_6_3_D,12,6,6,3,D,3.76,2.11893284988415,5.11893284988415,0.595133721828461,41.5772514343262,0.00704836845397949,24.6543979644775,26.3700011372566,1.07999950647354,1,1.64106715011585,FALSE
12_1_6_6_3_N,12,6,6,3,N,3.76,2.32411713017842,5.32411713017842,0.696683466434479,42.958381652832,0.00220024096779525,24.435474395752,37.7099999785423,1.88999980688095,1,1.43588286982158,FALSE
12_2_1_20_11_D,12,1,20,11,D,2.03,1.157535609057,12.157535609057,48.1508865356445,39.2571868896484,42.464485168457,46.4850921630859,70.0199997425079,1.89000248908995,1,0.872464390943,FALSE
12_2_1_20_11_N,12,1,20,11,N,2.03,1.4935869436929,12.4935869436929,49.6712112426758,37.0693969726563,42.4637298583984,46.4931640625,69.39000248909,1.70999944210053,1,0.5364130563071,FALSE
12_2_1_20_3_D,12,1,20,3,D,2.33,1.33982693456483,4.33982693456483,1.069176197052,35.0497322082519,0.172261998057365,24.4237976074219,73.7100005149841,1.97999864816666,1,0.99017306543517,FALSE
12_2_1_20_3_N,12,1,20,3,N,2.33,0.92075164261837,3.92075164261837,0.682691752910614,31.8814582824707,0.172495067119598,24.5670967102051,66.4199978113174,2.07000017166138,1,1.40924835738163,FALSE
12_2_1_6_11_D,12,1,6,11,D,4.12,2.6768897846598,13.6768897846598,35.0910835266113,99.0130615234375,20.4589309692383,83.484977722168,28.0800005793571,0.900000482797619,1,1.4431102153402,FALSE
12_2_1_6_11_N,12,1,6,11,N,4.12,2.7768206297235,13.7768206297235,35.6481437683106,99.5861968994141,20.4533576965332,83.4778213500977,35.3700006008148,0.810000300407406,1,1.3431793702765,FALSE
12_2_1_6_3_D,12,1,6,3,D,3.76,2.69274561397418,5.69274561397418,0.925902128219604,45.9153442382813,0.00270105130039156,24.4708347320557,40.6799992918968,1.5300004184246,1,1.06725438602582,FALSE
12_2_1_6_3_N,12,1,6,3,N,3.76,1.95906154547851,4.95906154547851,0.504033446311951,40.0635299682617,0.00270123942755163,24.4733200073242,30.7800006866455,1.70999944210053,1,1.80093845452149,FALSE
12_2_2_20_11_D,12,2,20,11,D,2.03,1.2326573093689,12.2326573093689,48.4605979919434,38.9482650756836,42.4651145935059,46.6160316467285,69.2099994421005,1.70999944210053,1,0.7973426906311,FALSE
12_2_2_20_11_N,12,2,20,11,N,2.03,1.4838980080903,12.4838980080903,49.6138191223145,37.2839202880859,42.3754196166992,46.6794128417969,71.3699984550476,1.25999987125397,1,0.5461019919097,FALSE
12_2_2_20_3_D,12,2,20,3,D,2.33,0.99397890216011,3.99397890216011,0.738811492919922,33.0630493164063,0.173650041222572,25.2170925140381,65.8799993991852,3.14999967813492,1,1.33602109783989,FALSE
12_2_2_20_3_N,12,2,20,3,N,2.33,0.83890340978209,3.83890340978209,0.619567513465881,31.6911354064941,0.173238754272461,25.0374488830566,56.9700014591217,2.43000090122223,1,1.49109659021791,FALSE
12_2_2_6_11_D,12,2,6,11,D,4.12,2.4647758079068,13.4647758079068,33.8320083618164,97.8831176757812,20.4076480865479,83.6006698608398,38.1599995493889,1.17000102996827,1,1.6552241920932,FALSE
12_2_2_6_11_N,12,2,6,11,N,4.12,1.8480378381038,12.8480378381038,30.5275688171387,94.9605484008789,20.5205764770508,84.2303237915039,29.070001244545,0.900000482797623,1,2.2719621618962,FALSE
12_2_2_6_3_D,12,2,6,3,D,3.76,2.17348380594237,5.17348380594237,0.613183975219727,41.7501182556152,0.00215934403240681,24.4281730651856,36.3600012660027,1.79999962449074,1,1.58651619405763,FALSE
12_2_2_6_3_N,12,2,6,3,N,3.76,2.37909341530906,5.37909341530906,0.748038411140442,43.901123046875,0.0148704051971436,24.9829444885254,40.2299997210503,1.44000023603439,1,1.38090658469094,FALSE
12_2_3_20_11_D,12,3,20,11,D,2.03,1.2882230441393,12.2882230441393,48.7697334289551,38.3361625671387,42.4641571044922,46.4481048583984,77.7600020170212,2.15999901294708,1,0.741776955860699,FALSE
12_2_3_20_11_N,12,3,20,11,N,2.03,1.6369015690715,12.6369015690715,50.3421630859375,36.0731468200684,42.464771270752,46.4884872436524,77.9399996995926,1.89000248908997,1,0.393098430928501,FALSE
12_2_3_20_3_D,12,3,20,3,D,2.33,0.95867094535794,3.95867094535794,0.709492564201355,32.185920715332,0.172435164451599,24.60622215271,56.880002617836,1.88999980688095,1,1.37132905464206,FALSE
12_2_3_20_3_N,12,3,20,3,N,2.33,1.25920785450359,4.25920785450359,0.982750773429871,34.4315528869629,0.172257661819458,24.4687252044678,81.9900012016296,2.70000010728836,1,1.07079214549641,FALSE
12_2_3_6_11_D,12,3,6,11,D,4.12,1.7206309610665,12.7206309610665,29.8208904266357,93.7014465332031,20.4667129516602,83.6387939453125,33.8399988412857,0.899999141693119,1,2.3993690389335,FALSE
12_2_3_6_11_N,12,3,6,11,N,4.12,2.2124469226053,13.2124469226053,32.4964714050293,96.4354476928711,20.46240234375,83.5849533081055,27.6300010085106,0.989999324083328,1,1.9075530773947,FALSE
12_2_3_6_3_D,12,3,6,3,D,3.76,1.85944794981724,4.85944794981724,0.456914901733398,39.259895324707,0.00264759105630219,24.469560623169,26.1900007724762,0.900000482797616,1,1.90055205018276,FALSE
12_2_3_6_3_N,12,3,6,3,N,3.76,0.80795031228388,3.80795031228388,0.114953428506851,30.9672412872314,0.00539908092468977,24.5688915252686,19.529999345541,0.990000665187836,1,2.95204968771612,FALSE
12_2_4_20_11_D,12,4,20,11,D,2.03,1.0848251249453,12.0848251249453,47.8446006774902,39.7702026367188,42.464282989502,46.5675621032715,74.4300019741058,3.1499969959259,1,0.945174875054699,FALSE
12_2_4_20_11_N,12,4,20,11,N,2.03,1.1912398112683,12.1912398112683,48.3088150024414,39.4548950195313,42.4660491943359,46.905689239502,79.5600003004074,1.70999944210053,1,0.8387601887317,FALSE
12_2_4_20_3_D,12,4,20,3,D,2.33,1.06276346264894,4.06276346264894,0.794813692569733,33.0963325500488,0.172632217407227,24.7200145721436,61.7399990558624,2.52000242471694,1,1.26723653735106,FALSE
12_2_4_20_3_N,12,4,20,3,N,2.33,0.80797747921653,3.80797747921653,0.593719184398651,30.9884300231934,0.172458797693253,24.6037158966064,52.5599992275238,1.88999980688095,1,1.52202252078347,FALSE
12_2_4_6_11_D,12,4,6,11,D,4.12,1.4145758441898,12.4145758441898,27.9462661743164,91.8545074462891,20.3510990142822,83.6138000488281,29.070001244545,0.90000182390213,1,2.7054241558102,FALSE
12_2_4_6_11_N,12,4,6,11,N,4.12,2.7421027990694,13.7421027990694,35.452507019043,99.3726119995117,20.4517192840576,83.4625015258789,30.4199999570847,0.989999324083332,1,1.3778972009306,FALSE
12_2_4_6_3_D,12,4,6,3,D,3.76,1.47627134453074,4.47627134453074,0.299713641405106,36.1963653564453,0.00257268873974681,24.4681854248047,21.0599997639656,0.720000118017198,1,2.28372865546926,FALSE
12_2_4_6_3_N,12,4,6,3,N,3.76,1.76845653486981,4.76845653486981,0.421087831258774,38.6288070678711,0.00344310072250664,24.5038890838623,28.6199989914894,1.53000041842461,1,1.99154346513019,FALSE
12_2_5_20_11_D,12,5,20,11,D,2.03,1.3053031965519,12.3053031965519,48.8400688171387,38.3507499694824,42.4649620056152,46.5627784729004,77.9399996995926,2.15999901294709,1,0.724696803448099,FALSE
12_2_5_20_11_N,12,5,20,11,N,2.03,1.2228938156289,12.2228938156289,48.4607734680176,39.0261764526367,42.4650573730469,46.6942596435547,77.9399996995926,1.88999712467194,1,0.807106184371099,FALSE
12_2_5_20_3_D,12,5,20,3,D,2.33,2.12722576415299,5.12722576415299,0.119013778865337,26.113208770752,0.000394077971577644,9.20082378387451,50.7600009441376,1.0800001770258,1,0.20277423584701,FALSE
12_2_5_20_3_N,12,5,20,3,N,2.33,0.94474306269737,3.94474306269737,0.696663916110992,32.0431060791016,0.172404080629349,24.5885219573975,54.6299993991852,1.70999944210053,1,1.38525693730263,FALSE
12_2_5_6_11_D,12,5,6,11,D,4.12,2.6439897236549,13.6439897236549,34.8969459533691,98.8071899414062,20.4520568847656,83.4677581787109,25.7400012016296,0.900000482797619,1,1.4760102763451,FALSE
12_2_5_6_11_N,12,5,6,11,N,4.12,2.9536764557174,13.9536764557174,36.6801223754883,100.722747802734,20.4628658294678,83.5730361938477,30.1500007510185,1.08000218868256,1,1.1663235442826,FALSE
12_2_5_6_3_D,12,5,6,3,D,3.76,2.01980529761224,5.01980529761224,0.543051779270172,40.7587203979492,0.00656883046030998,24.6384105682373,28.5300001502037,1.16999968886375,1,1.74019470238776,FALSE
12_2_5_6_3_N,12,5,6,3,N,3.76,2.01426596004468,5.01426596004468,0.52899956703186,40.461181640625,0.00312638259492815,24.4722537994385,27.0899999141693,1.25999987125397,1,1.74573403995532,FALSE
12_2_6_20_11_D,12,6,20,11,D,2.03,1.7952887105396,12.7952887105396,51.0122947692871,35.1008911132813,42.4642868041992,46.5173683166504,86.0399973392487,2.34000205993652,1,0.2347112894604,FALSE
12_2_6_20_11_N,12,6,20,11,N,2.03,1.1343474246201,12.1343474246201,38.4260673522949,51.3257293701172,29.8092384338379,54.1280059814453,90,3.60000193119051,1,0.895652575379899,FALSE
12_2_6_20_3_D,12,6,20,3,D,2.33,0.88069369856959,3.88069369856959,0.643976151943207,31.7459888458252,0.172856852412224,24.8298053741455,58.8599985837936,2.34000205993652,1,1.44930630143041,FALSE
12_2_6_20_3_N,12,6,20,3,N,2.33,1.06179692355617,4.06179692355617,0.794027507305145,32.8187026977539,0.172158375382423,24.4438934326172,67.9499995708466,2.78999894857407,1,1.26820307644383,FALSE
12_2_6_6_11_D,12,6,6,11,D,4.12,1.8249196839822,12.8249196839822,30.3882102966309,94.4538726806641,20.4846878051758,83.8216018676758,34.0199992060661,1.25999987125396,1,2.2950803160178,FALSE
12_2_6_6_11_N,12,6,6,11,N,4.12,2.6247102571169,13.6247102571169,34.8032531738281,98.6816101074219,20.4514179229736,83.4374694824219,27.9899990558624,0.720000118017197,1,1.4952897428831,FALSE
12_2_6_6_3_D,12,6,6,3,D,3.76,1.92699671672523,4.92699671672523,0.497410774230957,40.0104942321777,0.00843500439077616,24.6866703033447,27.2700002789497,1.34999938309192,1,1.83300328327477,FALSE
12_2_6_6_3_N,12,6,6,3,N,3.76,1.72817340713482,4.72817340713482,0.418055832386017,38.7005615234375,0.0149868242442608,24.9677696228027,20.5200000107288,1.17000102996826,1,2.03182659286518,FALSE
13_0_1_20_11_D,13,1,20,11,D,2.03,0.7887179691512,11.7887179691512,46.4257049560547,41.4983978271484,42.4626197814941,46.3554267883301,60.3000015020371,2.43000090122224,1,1.2412820308488,FALSE
13_0_1_20_11_N,13,1,20,11,N,2.03,1.3076171925112,12.3076171925112,48.8390350341797,38.3292808532715,42.4647064208984,46.5406112670898,68.4899979829788,1.89000248908997,1,0.7223828074888,FALSE
13_0_1_20_3_D,13,1,20,3,D,2.33,0.67458761475351,3.67458761475351,0.50216668844223,29.8028888702393,0.172201991081238,24.4799919128418,64.8000025749207,3.51000040769577,1,1.65541238524649,FALSE
13_0_1_20_3_N,13,1,20,3,N,2.33,0.70566226593871,3.70566226593871,0.524026215076447,30.0191955566406,0.172241419553757,24.4308414459229,54.4500017166138,2.2500005364418,1,1.62433773406129,FALSE
13_0_1_6_11_D,13,1,6,11,D,4.12,0.764108424711999,11.764108424712,24.5017585754395,88.0047607421875,20.4607009887695,83.5693969726563,25.1100012660027,0.900000482797619,1,3.355891575288,FALSE
13_0_1_6_11_N,13,1,6,11,N,4.12,1.943516193405,12.943516193405,31.0014209747314,94.7798080444336,20.452392578125,83.4667892456055,26.7299991846085,0.900000482797623,1,2.176483806595,FALSE
13_0_1_6_3_D,13,1,6,3,D,3.76,2.11647123136166,5.11647123136166,0.583547532558441,41.3796272277832,0.00543291447684169,24.5919589996338,38.9699998497963,1.80000096559525,1,1.64352876863834,FALSE
13_0_1_6_3_N,13,1,6,3,N,3.76,1.69994183275423,4.69994183275423,0.382901221513748,38.0036125183106,0.00315039814449847,24.4108257293701,31.7699986696243,1.97999998927117,1,2.06005816724577,FALSE
13_0_2_20_11_D,13,2,20,11,D,2.03,1.1390972938496,12.1390972938496,48.0725898742676,39.3057556152344,42.4637908935547,46.4243469238281,83.8799983263016,1.89000248908997,1,0.8909027061504,FALSE
13_0_2_20_11_N,13,2,20,11,N,2.03,0.8584063744298,11.8584063744298,46.7441291809082,41.1226654052734,42.4644317626953,46.4049491882324,64.080001115799,2.15999901294708,1,1.1715936255702,FALSE
13_0_2_20_3_D,13,2,20,3,D,2.33,0.90857962347349,3.90857962347349,0.668872356414795,31.6519165039063,0.172285437583923,24.4738998413086,58.6800009012222,3.24000120162964,1,1.42142037652651,FALSE
13_0_2_20_3_N,13,2,20,3,N,2.33,0.88934277653061,3.88934277653061,0.65603905916214,31.5422897338867,0.17229375243187,24.4946937561035,68.2200014591217,2.88000047206879,1,1.44065722346939,FALSE
13_0_2_6_11_D,13,2,6,11,D,4.12,1.5626918847486,12.5626918847486,28.9167251586914,92.9335861206055,20.4844722747803,83.8416290283203,34.2900010943413,1.62000060081482,1,2.5573081152514,FALSE
13_0_2_6_11_N,13,2,6,11,N,4.12,2.7568150308751,13.7568150308751,35.5502700805664,99.4470367431641,20.4534397125244,83.4390029907227,38.1599995493889,1.07999950647354,1,1.3631849691249,FALSE
13_0_2_6_3_D,13,2,6,3,D,3.76,1.92297292279994,4.92297292279994,0.488866209983826,39.8203544616699,0.00323646748438478,24.4970836639404,49.5000010728836,2.51999974250793,1,1.83702707720006,FALSE
13_0_2_6_3_N,13,2,6,3,N,3.76,1.82444358516705,4.82444358516705,0.442300707101822,39.0056571960449,0.00291800079867244,24.4809150695801,25.3800004720688,1.26000054180622,1,1.93555641483295,FALSE
13_0_3_20_11_D,13,3,20,11,D,2.03,1.2747779034496,12.2747779034496,48.6873016357422,38.4133758544922,42.4631309509277,46.4072685241699,90,3.05999815464021,1,0.7552220965504,FALSE
13_0_3_20_11_N,13,3,20,11,N,2.03,0.825089552504601,11.8250895525046,46.5848426818848,41.3315315246582,42.4646034240723,46.3992118835449,67.5,3.0599981546402,1,1.2049104474954,FALSE
13_0_3_20_3_D,13,3,20,3,D,2.33,1.02530411025394,4.02530411025394,0.765108048915863,32.5861740112305,0.172227770090103,24.4769458770752,72.179998755455,2.43000090122223,1,1.30469588974606,FALSE
13_0_3_20_3_N,13,3,20,3,N,2.33,0.69083580627137,3.69083580627137,0.513031363487244,29.937089920044,0.172226816415787,24.4814968109131,67.3200023174286,2.78999894857407,1,1.63916419372863,FALSE
13_0_3_6_11_D,13,3,6,11,D,4.12,1.2555600733022,12.2555600733022,27.2277069091797,90.7858352661133,20.4495258331299,83.4324264526367,30.7800006866455,1.26000121235848,1,2.8644399266978,FALSE
13_0_3_6_11_N,13,3,6,11,N,4.12,1.0401852054765,12.0401852054765,26.0369606018066,89.5670852661133,20.4491653442383,83.4773712158203,31.0499998927116,1.5299990773201,1,3.0798147945235,FALSE
13_0_3_6_3_D,13,3,6,3,D,3.76,1.54933786838626,4.54933786838626,0.337173134088516,37.0814933776856,0.0109408032149076,24.8200302124023,35.4599994421005,2.42999956011772,1,2.21066213161374,FALSE
13_0_3_6_3_N,13,3,6,3,N,3.76,1.62493415811895,4.62493415811895,0.357356041669846,37.4030647277832,0.00280838902108371,24.4759883880615,20.7900005578995,0.720000118017197,1,2.13506584188105,FALSE
13_0_4_20_11_D,13,4,20,11,D,2.03,0.638941990020101,11.6389419900201,45.6972503662109,42.4523811340332,42.4637794494629,46.3522720336914,62.5499993562699,2.69999742507935,1,1.3910580099799,FALSE
13_0_4_20_11_N,13,4,20,11,N,2.03,1.0405441097589,12.0405441097589,47.6068496704102,39.9427337646484,42.4598693847656,46.4100532531738,71.4600026607513,2.34000205993652,1,0.9894558902411,FALSE
13_0_4_20_3_D,13,4,20,3,D,2.33,1.19192383863978,4.19192383863978,0.917127668857574,33.9096221923828,0.172209784388542,24.4745941162109,90,4.31999802589417,1,1.13807616136022,FALSE
13_0_4_20_3_N,13,4,20,3,N,2.33,0.9742998574344,3.9742998574344,0.722942650318146,32.1925506591797,0.172228276729584,24.4803428649902,74.6099996566773,3.6900007724762,1,1.3557001425656,FALSE
13_0_4_6_11_D,13,4,6,11,D,4.12,2.3585559430354,13.3585559430354,33.3169975280762,97.1894454956055,20.4536838531494,83.4795227050781,34.8299995064735,1.44000023603439,1,1.7614440569646,FALSE
13_0_4_6_11_N,13,4,6,11,N,4.12,1.209338393612,12.209338393612,26.9607162475586,90.5442047119141,20.4577026367188,83.4836502075195,30.1500007510185,1.44000023603439,1,2.910661606388,FALSE
13_0_4_6_3_D,13,4,6,3,D,3.76,1.65856853034279,4.65856853034279,0.370894879102707,37.6712417602539,0.00282828998751938,24.4778327941895,26.0999992489815,0.990000665187836,1,2.10143146965721,FALSE
13_0_4_6_3_N,13,4,6,3,N,3.76,1.45776988530457,4.45776988530457,0.294261038303375,36.0769538879395,0.00292619550600648,24.4809665679932,25.9199988842011,1.61999925971032,1,2.30223011469543,FALSE
13_0_5_20_11_D,13,5,20,11,D,2.03,0.8419529222626,11.8419529222626,46.6637840270996,41.2271423339844,42.4637794494629,46.4014739990234,77.0400005578995,2.43000090122223,1,1.1880470777374,FALSE
13_0_5_20_11_N,13,5,20,11,N,2.03,0.8415722844997,11.8415722844997,46.6644325256348,41.2270278930664,42.4639434814453,46.4017639160156,70.6500023603439,2.96999931335449,1,1.1884277155003,FALSE
13_0_5_20_3_D,13,5,20,3,D,2.33,0.8907515286636,3.8907515286636,0.655887603759766,31.5293273925781,0.172225654125214,24.4822959899902,54.0000021457672,3.24000120162965,1,1.4392484713364,FALSE
13_0_5_20_3_N,13,5,20,3,N,2.33,0.89157619350766,3.89157619350766,0.656203091144562,31.5233459472656,0.172326505184174,24.4745540618897,55.5299985408783,2.34000205993653,1,1.43842380649234,FALSE
13_0_5_6_11_D,13,5,6,11,D,4.12,1.1415088046254,12.1415088046254,26.5917053222656,90.157470703125,20.4537162780762,83.4839248657227,42.6600006222725,2.1600016951561,1,2.9784911953746,FALSE
13_0_5_6_11_N,13,5,6,11,N,4.12,0.737168568195299,11.7371685681953,24.4024982452393,87.7767944335938,20.4531135559082,83.4392318725586,36.0000005364418,1.70999944210053,1,3.3828314318047,FALSE
13_0_5_6_3_D,13,5,6,3,D,3.76,1.73836723001659,4.73836723001659,0.404548794031143,38.2860221862793,0.00209303991869092,24.4256267547608,35.0999987125397,2.51999974250794,1,2.02163276998341,FALSE
13_0_5_6_3_N,13,5,6,3,N,3.76,1.67510348306192,4.67510348306192,0.377626091241837,37.8019638061523,0.00278136553242803,24.4751300811768,33.4800007939339,2.70000010728837,1,2.08489651693808,FALSE
13_0_6_20_11_D,13,6,20,11,D,2.03,0.6251354946676,11.6251354946676,45.6155204772949,42.6055374145508,42.4635047912598,46.4001770019531,67.2299981117249,2.61000394821167,1,1.4048645053324,FALSE
13_0_6_20_11_N,13,6,20,11,N,2.03,0.8762981604118,11.8762981604118,46.8228492736817,41.0018310546875,42.4638710021973,46.3899688720703,75.5099987983704,2.78999626636505,1,1.1537018395882,FALSE
13_0_6_20_3_D,13,6,20,3,D,2.33,0.97507290526227,3.97507290526227,0.72304767370224,32.1866493225098,0.172245413064957,24.474100112915,67.6799976825714,2.52000108361245,1,1.35492709473773,FALSE
13_0_6_20_3_N,13,6,20,3,N,2.33,0.75775953171592,3.75775953171592,0.557985961437225,30.4324550628662,0.172279179096222,24.4457378387451,51.2999993562699,2.70000010728836,1,1.57224046828408,FALSE
13_0_6_6_11_D,13,6,6,11,D,4.12,1.1219293535105,12.1219293535105,26.4990692138672,90.0085678100586,20.4512748718262,83.43017578125,26.4599999785423,1.08000084757805,1,2.9980706464895,FALSE
13_0_6_6_11_N,13,6,6,11,N,4.12,1.0744619227912,12.0744619227912,26.226188659668,89.767936706543,20.4536552429199,83.482795715332,39.059998691082,2.2500005364418,1,3.0455380772088,FALSE
13_0_6_6_3_D,13,6,6,3,D,3.76,1.6051400888839,4.6051400888839,0.349845826625824,37.2205581665039,0.00222647446207702,24.4276599884033,33.75,2.1600016951561,1,2.1548599111161,FALSE
13_0_6_6_3_N,13,6,6,3,N,3.76,2.04087584719069,5.04087584719069,0.545388579368591,40.7380065917969,0.00300162518396974,24.4831848144531,43.5599997639656,3.05999949574471,1,1.71912415280931,FALSE
13_1_1_20_11_D,13,1,20,11,D,2.03,0.576714809344599,11.5767148093446,45.373836517334,42.9129867553711,42.4637260437012,46.3977317810059,74.1600000858307,2.96999931335449,1,1.4532851906554,FALSE
13_1_1_20_11_N,13,1,20,11,N,2.03,0.759365092589199,11.7593650925892,46.2683601379395,41.7536888122559,42.4635162353516,46.4006118774414,79.2899984121323,3.1499969959259,1,1.2706349074108,FALSE
13_1_1_20_3_D,13,1,20,3,D,2.33,0.79153396414759,3.79153396414759,0.581420481204987,30.7289218902588,0.172234445810318,24.4769649505615,54.9000012874603,2.70000144839286,1,1.53846603585241,FALSE
13_1_1_20_3_N,13,1,20,3,N,2.33,0.74159646299682,3.74159646299682,0.546505033969879,30.328052520752,0.172227159142494,24.4737491607666,61.560001373291,4.40999954938889,1,1.58840353700318,FALSE
13_1_1_6_11_D,13,1,6,11,D,4.12,1.3930104522949,12.3930104522949,27.967851638794,91.609619140625,20.4527988433838,83.4773559570313,26.2799996137619,0.900000482797626,1,2.7269895477051,FALSE
13_1_1_6_11_N,13,1,6,11,N,4.12,0.8744203273243,11.8744203273243,25.1335468292236,88.5623397827149,20.4509315490723,83.438720703125,32.8500008583069,1.25999987125397,1,3.2455796726757,FALSE
13_1_1_6_3_D,13,1,6,3,D,3.76,1.99192752125731,4.99192752125731,0.520242512226105,40.3327713012695,0.00278878747485578,24.4768123626709,33.3899992704392,2.88000047206878,1,1.76807247874269,FALSE
13_1_1_6_3_N,13,1,6,3,N,3.76,3.93133759611405,6.93133759611405,0.421610713005066,40.5154228210449,0.0123000368475914,9.20006084442139,36.5399989485741,2.33999937772751,1,-0.17133759611405,FALSE
13_1_2_20_11_D,13,2,20,11,D,2.03,0.4747226038159,11.4747226038159,44.8738174438477,43.5129547119141,42.4638404846191,46.3673553466797,60.6600022315979,1.35000139474869,1,1.5552773961841,FALSE
13_1_2_20_11_N,13,2,20,11,N,2.03,0.5600090073203,11.5600090073203,45.2947845458984,43.0151901245117,42.4678077697754,46.3961486816406,74.070001244545,3.6000019311905,1,1.4699909926797,FALSE
13_1_2_20_3_D,13,2,20,3,D,2.33,0.91035331696679,3.91035331696679,0.669713318347931,31.6556816101074,0.172195464372635,24.4673595428467,81.3599985837936,5.1300010085106,1,1.41964668303321,FALSE
13_1_2_20_3_N,13,2,20,3,N,2.33,0.80896723406144,3.80896723406144,0.593472063541412,30.8545932769775,0.172191023826599,24.4687347412109,49.8600018024445,2.07000017166138,1,1.52103276593856,FALSE
13_1_2_6_11_D,13,2,6,11,D,4.12,0.707169120587899,11.7071691205879,24.2244567871094,87.6375198364258,20.4547004699707,83.4931411743164,30.5099987983704,1.07999950647354,1,3.4128308794121,FALSE
13_1_2_6_11_N,13,2,6,11,N,4.12,1.5424555995558,12.5424555995558,28.7942600250244,92.481575012207,20.4528255462647,83.4783325195313,29.5200008153915,0.90000182390213,1,2.5775444004442,FALSE
13_1_2_6_3_D,13,2,6,3,D,3.76,1.64482180206172,4.64482180206172,0.363216489553452,37.5135536193848,0.00226932857185602,24.4544677734375,28.1699994206429,1.79999962449074,1,2.11517819793828,FALSE
13_1_2_6_3_N,13,2,6,3,N,3.76,2.14282217092719,5.14282217092719,0.596425354480743,41.5263862609863,0.0026457910425961,24.4697608947754,31.3199990987778,2.07000017166138,1,1.61717782907281,FALSE
13_1_3_20_11_D,13,3,20,11,D,2.03,0.6912170477421,11.6912170477421,45.9429359436035,42.1883697509766,42.4643630981445,46.4066200256348,67.4100011587143,1.80000364780427,1,1.3387829522579,FALSE
13_1_3_20_11_N,13,3,20,11,N,2.03,0.8420398561847,11.8420398561847,46.6653480529785,41.2230491638184,42.4641799926758,46.3991279602051,82.4400007724762,3.41999888420105,1,1.1879601438153,FALSE
13_1_3_20_3_D,13,3,20,3,D,2.33,0.75621132308299,3.75621132308299,0.558047235012054,30.4122371673584,0.172232210636139,24.4246940612793,60.5699980258942,2.79000163078308,1,1.57378867691701,FALSE
13_1_3_20_3_N,13,3,20,3,N,2.33,0.82490632718969,3.82490632718969,0.605626106262207,30.9924468994141,0.172210767865181,24.4742126464844,51.570001244545,2.51999974250793,1,1.50509367281031,FALSE
13_1_3_6_11_D,13,3,6,11,D,4.12,0.8265779940662,11.8265779940662,24.8620567321777,88.3068466186523,20.4535999298096,83.4768600463867,30.330001115799,1.16999968886375,1,3.2934220059338,FALSE
13_1_3_6_11_N,13,3,6,11,N,4.12,1.2420943709984,12.2420943709984,27.1412773132324,90.735954284668,20.452974319458,83.4783782958984,39.4199994206429,2.61000126600265,1,2.8779056290016,FALSE
13_1_3_6_3_D,13,3,6,3,D,3.76,1.45886561494734,4.45886561494734,0.293998777866364,36.0712547302246,0.00273663690313697,24.4756546020508,28.8900008797646,1.4400002360344,1,2.30113438505266,FALSE
13_1_3_6_3_N,13,3,6,3,N,3.76,1.80445361275345,4.80445361275345,0.432546854019165,38.8113021850586,0.00144154927693307,24.4196338653564,47.8800004720688,2.9700019955635,1,1.95554638724655,FALSE
13_1_4_20_11_D,13,4,20,11,D,2.03,0.493203608603,11.493203608603,44.9600715637207,43.4378700256348,42.4637680053711,46.3999824523926,68.5800021886826,2.79000163078308,1,1.536796391397,FALSE
13_1_4_20_11_N,13,4,20,11,N,2.03,0.724333438680301,11.7243334386803,46.1073036193848,41.9250640869141,42.4638366699219,46.3591918945313,78.0299985408783,2.15999901294708,1,1.3056665613197,FALSE
13_1_4_20_3_D,13,4,20,3,D,2.33,1.00959533164838,4.00959533164838,0.750945210456848,32.4454231262207,0.172203183174133,24.4676685333252,59.2199993133545,2.78999894857407,1,1.32040466835162,FALSE
13_1_4_20_3_N,13,4,20,3,N,2.33,2.12121335606897,5.12121335606897,0.119159333407879,26.1221771240234,0.000397562485886738,9.19962692260742,40.4100000858307,1.43999956548214,1,0.20878664393103,FALSE
13_1_4_6_11_D,13,4,6,11,D,4.12,1.3587901816587,12.3587901816587,27.7850513458252,91.4217300415039,20.4533958435059,83.4832458496094,42.2999998927116,2.15999901294708,1,2.7612098183413,FALSE
13_1_4_6_11_N,13,4,6,11,N,4.12,2.0240393424294,13.0240393424294,31.4690742492676,95.2891540527344,20.4545860290527,83.4929351806641,42.0300006866455,2.24999785423278,1,2.0959606575706,FALSE
13_1_4_6_3_D,13,4,6,3,D,3.76,2.00858412109655,5.00858412109655,0.528737127780914,40.4689178466797,0.00279129180125892,24.4772720336914,60.929998755455,4.04999881982803,1,1.75141587890345,FALSE
