trialid,ppid,block,maxyr,onsettime,dn,ttlc.failure,rt,disengage_trialtime,world_x_disengaged,world_z_disengaged,world_x_onset,world_z_onset,peak_swa,peak_sr,disengaged,ttlc.takeover,early.disengagement
4_1_1_6_3_N,4,1,6,3,N,3.76,2.65904126741109,5.65904126741109,0.90413111448288,45.6591987609863,0.00279366015456617,24.4761009216309,39.5100009441376,1.07999950647354,1,1.10095873258891,FALSE
4_1_2_20_11_D,4,2,20,11,D,2.03,1.1559955349381,12.1559955349381,48.1506538391113,39.1268882751465,42.463794708252,46.3561325073242,58.7699997425079,0.900000482797623,1,0.8740044650619,FALSE
4_1_2_20_11_N,4,2,20,11,N,2.03,1.1313670599656,12.1313670599656,47.9990615844727,39.4759254455566,42.4645957946777,46.4902954101563,59.4900012016296,0.990000665187836,1,0.8986329400344,FALSE
4_1_2_20_3_D,4,2,20,3,D,2.33,1.14261272530575,4.14261272530575,0.870328783988953,33.5155868530273,0.17230424284935,24.4747524261475,71.1900007724762,1.53000041842461,1,1.18738727469425,FALSE
4_1_2_20_3_N,4,2,20,3,N,2.33,0.92591716090644,3.92591716090644,0.682231068611145,31.780252456665,0.172193065285683,24.4660396575928,58.14000248909,1.53000175952912,1,1.40408283909356,FALSE
4_1_2_6_11_D,4,2,6,11,D,4.12,1.4939912437455,12.4939912437455,28.5238151550293,92.1930923461914,20.4530563354492,83.4747085571289,29.6099996566773,0.81000030040741,1,2.6260087562545,FALSE
4_1_2_6_11_N,4,2,6,11,N,4.12,2.9083835220138,13.9083835220138,36.3873634338379,100.305824279785,20.4513931274414,83.4387741088867,31.9499990344048,1.25999987125397,1,1.2116164779862,FALSE
4_1_2_6_3_D,4,2,6,3,D,3.76,2.27826101655623,5.27826101655623,0.673618197441101,42.6838226318359,0.00538973277434707,24.5633850097656,25.9199988842011,1.07999984174967,1,1.48173898344377,FALSE
4_1_2_6_3_N,4,2,6,3,N,3.76,1.87630100168073,4.87630100168073,0.464428097009659,39.3890495300293,0.0025462752673775,24.4650592803955,33.0300012230873,1.35000005364418,1,1.88369899831927,FALSE
4_1_3_20_11_D,4,3,20,11,D,2.03,1.1437283870718,12.1437283870718,48.0794105529785,39.2687072753906,42.4695587158203,46.3927345275879,64.080001115799,1.25999987125397,1,0.8862716129282,FALSE
